item,review,date,rating,review_word,item_url,year
Tale of the Mummy,Far Better Then I Thought,"February 5, 2021",5,"This Had So Much Mummy Scenes To Hunt Down & Travel Down Humans For A Body To Build Up Loving For A Enjoyment of Horror I Found Too Underrated.
B+ For Me",https://www.amazon.com/Tale-Mummy/dp/B00000JGK4/ref=sr_1_1?crid=3U2JXAS4IUIV9&dib=eyJ2IjoiMSJ9.bqOeXbXGXuFE6GBmkJb-nA.fBaUfK0S-nI8NgL0EnlEaH7coGVX0htpalZuzf1qpJU&dib_tag=se&keywords=B00000JGK4&qid=1716374033&sprefix=b00000jgk4%2Caps%2C198&sr=8-1,2021
I'll Lead You Home,Worship,"February 2, 2021",5,I like all the songs. Thanks very much.,https://www.amazon.com/Ill-Lead-Home-Michael-Smith/dp/B0000004TH/ref=sr_1_1?crid=3ROOH3J1RNUPE&dib=eyJ2IjoiMSJ9.qpwZTFEWyM39m42qelXhcA.KvSs-B4CS3Ks7ZJjtLy-wFUamycFDD899WzM7MIBTHs&dib_tag=se&keywords=B0000004TH&qid=1716288397&sprefix=b0000004th%2Caps%2C193&sr=8-1,2021
The Downward Spiral,Classic album in great like-new condition.,"September 7, 2021",5,"I'm happy to say that the copy I received was in really great condition. Not to mention, the sound quality of the pressing was genuinely fantastic throughout. While not an immediate buy (due to the high prices going atm), it is worth getting when the pricing gets lower at an opportune time.",https://www.amazon.com/Downward-Spiral-Nine-Inch-Nails/dp/B000001Y5Z/ref=sr_1_1?crid=3A3LZ91QFKO88&dib=eyJ2IjoiMSJ9.mcGhuEujktzWkhLcRDqAbw.OmTWacVrnhAwlHzvt2cAZWOya0HUXzqFowTm8R8YXKw&dib_tag=se&keywords=B000001Y5Z&qid=1716296825&sprefix=b000001y5z%2Caps%2C334&sr=8-1,2021
Lost and Found,Loved the Cd,"August 1, 2021",5,Loved this CD had not purchased music in years even though it was old glad I was able to get it.,https://www.amazon.com/Lost-Found-Will-Smith/dp/B0007QS4IC/ref=sr_1_1?crid=2BO12S3OF28QW&dib=eyJ2IjoiMSJ9.do3rb0etIfBILS7BL7FCJA.TnkoqiW4chezwNo4EwNTujwckP0K1H3G7Fn6KDuhVdA&dib_tag=se&keywords=B0007QS4IC&qid=1716283776&sprefix=b0007qs4ic%2Caps%2C185&sr=8-1,2021
Leftoverture,Vinyl,"May 3, 2021",5,"outstanding pressing, outstanding mastering",https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2021
Big Picture,Awesome album!,"March 9, 2021",5,I received my new album. It was was in perfect condition! I have been looking for this album for quite some time. The sound quality crystal clear. This company sent the album well packaged. I will recommend buying album this from this vendor.,https://www.amazon.com/Big-Picture-Michael-W-Smith/dp/B0000004R1/ref=sr_1_1?crid=2QK6XG763PYQ0&dib=eyJ2IjoiMSJ9.dtFjF_aKXfOeToUgvZ9kXA.PzJR4EnIy1hDVfWwcfii0WkVHFFcyI2uhzO_eSNkb6w&dib_tag=se&keywords=B0000004R1&qid=1716288118&sprefix=b0000004r1%2Caps%2C184&sr=8-1,2021
Bob Dylan's Greatest Hits,The memories each song took me back to..,"July 22, 2021",5,Loved it!! Each song reminded me what a great singer/songwriter he was!!,https://www.amazon.com/Bob-Dylans-Greatest-Hits-Dylan/dp/B00000J7SM/ref=sr_1_1?crid=3DGJSOKU7IZSU&dib=eyJ2IjoiMSJ9.1sqf0F1F_4oVBcQfLlS4Yw.m3YrRSja5d1egNnLWTf7pbV67g-30Rk0CM3GMgJFmY4&dib_tag=se&keywords=B00000J7SM&qid=1716331326&sprefix=b00000j7sm%2Caps%2C359&sr=8-1,2021
Perfect Blue [DVD],Captivating,"May 20, 2021",5,"This was my first time hearing of this movie, and it has entered my all time favorites list. This is a cinematic masterpiece from beginning to end. The finale still has me processing it an hour later. 5 stars",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Supernatural,Good condition,"April 2, 2021",5,and arrived sooner than expected.,https://www.amazon.com/Supernatural-Santana/dp/B00000J7J4/ref=sr_1_1?crid=1I719FOU2EZ5J&dib=eyJ2IjoiMSJ9.eevnfa4t_d_xSkn081Yvgg.HGPtXJ2pirN17YxCjrUKbBiHW3kxk38KrsqGaCkjvEY&dib_tag=se&keywords=B00000J7J4&qid=1716329674&sprefix=b00000j7j4%2Caps%2C352&sr=8-1,2021
Leftoverture,"Looks like a Pringle, but plays pretty well","August 19, 2021",4,"Said it would arrive mid-September, arrived ridiculously quickly. Popped it on the turntable and realized it’s pretty warped, but the distortion is surprisingly minimal. Everything arrived in great condition, all pieces intact and looking brand new even though the listing said “Used - Usable condition”. Whoever rated the condition of this was probably talking about the physical condition of the warped vinyl, because everything looks wonderful. Either that, or the delivery guy left it in direct sunlight on my porch while I was out all day.

Whatever the case, it’s a great buy, and I should be able to fix the warp no problem. I’ll happily be rocking out to this for years to come. Solid 8/10, would recommend.",https://www.amazon.com/Leftoverture-Kansas/dp/B000002579/ref=sr_1_1?crid=1BMCW32LI13QI&dib=eyJ2IjoiMSJ9.8hZwN_rsJUTSt5dV-WZp7A.IfEveLO_BcklRD4TFePgK-NtqoZJ27CTiGOLbIUecUM&dib_tag=se&keywords=B000002579&qid=1716303777&sprefix=b000002579%2Caps%2C356&sr=8-1,2021
RAGE AGAINST THE MACHINE,,"July 11, 2021",5,"Excelente edición! El mejor album de RATM, pura sabrosuraaaaa!",https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2021
Guilty,"A favorite album, some of their best work","September 6, 2021",5,Amazing Streisand vocals and great songs written by the Gibbs. A favorite play. In addition I discovered I had access to Amazon Prime Music because I bought this so a lot of rare music available without purchasing,https://www.amazon.com/Guilty-Barbra-Streisand/dp/B0000025JT/ref=sr_1_1?crid=7QGAWAK75BJT&dib=eyJ2IjoiMSJ9.bWJFLK_6qT8yvopu7WBjLA.-K9xHZKK8vf9Ja04M1RhO5jFccd2h3qGUxUuiJfzsf8&dib_tag=se&keywords=B0000025JT&qid=1716307277&sprefix=b0000025jt%2Caps%2C368&sr=8-1,2021
Perfect Blue [DVD],A movie to make you think,"July 2, 2021",5,A great psychological thriller! Leaves you thinking after the end of the movie like every good movie does!,https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Perfect Blue [DVD],Still relevant today,"August 21, 2021",5,"This movie is from 1997 but is still a very relevant story about media and celebrity. Combined with distortions of time and reality, it makes for an engaging watch.",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Hercules (Walt Disney Gold Classic Collection),Great Cast. Good movie.,"May 1, 2021",5,Great movie i grew up with. Its a little Dark but so was ancient Greece.,https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2021
The Castle of Cagliostro (Lupin the III),Has The Streamlilne Pictures dub,"September 1, 2021",5,"This might not be important to some people but, I saw the Streamline Pictures Dubbed version in the Theaters and I bought the VHS and when the DVD came out, I thought I was crazy or my mind was playing tricks on me. You can listen to any version you like but I enjoy the original dubbed version and I finally own it. This movie made me a Lupin fan and I remember reading about this Movie in STARLOG when anime was called JAPANAMTION",https://www.amazon.com/Castle-Cagliostro-Lupin-III/dp/B00000JL3V/ref=sr_1_1?crid=1K33VXYQW89QX&dib=eyJ2IjoiMSJ9.LVtRZnChy96m8lBaasZAKw.C-D8X1sl6SzGHlsXsv0uBGynLpUi1c_zuW6PkGitGxc&dib_tag=se&keywords=B00000JL3V&qid=1716378696&sprefix=b00000jl3v%2Caps%2C461&sr=8-1,2021
Fallen,Amy Lee Forever More,"September 2, 2021",4,This never gets old,https://www.amazon.com/Fallen-Evanescence/dp/B000089RVX/ref=sr_1_1?crid=290CGQ2NHPHC7&dib=eyJ2IjoiMSJ9.eobad5SwL5i-d--AGwghbQ.ykBTVlm_foUM92hVwy0EiGqNgj1fNLbaz8EyP5LP3lg&dib_tag=se&keywords=B000089RVX&qid=1716280554&sprefix=b000089rvx%2Caps%2C342&sr=8-1,2021
Defenders of the Faith,Great sound !!,"July 20, 2021",5,These CD's sound awesome !!!,https://www.amazon.com/Defenders-Faith-Judas-Priest/dp/B0000025YM/ref=sr_1_1?crid=1885HT1K7DHOF&dib=eyJ2IjoiMSJ9.p-2y_EbjVsMx2FxXbC0Eig.m3rRgD1QQbuuc6YyWaPk2CgjRhaSX-1lr51K_3nSIeg&dib_tag=se&keywords=B0000025YM&qid=1716311071&sprefix=b0000025ym%2Caps%2C1013&sr=8-1,2021
Hercules (Walt Disney Gold Classic Collection),Good movie,"March 6, 2021",5,"I seen the movie it is excellent. It was bad timing back then, when they released in theaters. But it did better when it was out on dvd.",https://www.amazon.com/Hercules-Walt-Disney-Classic-Collection/dp/B00004R99R/ref=sr_1_1?crid=2FTSH42AV5379&dib=eyJ2IjoiMSJ9.6I9WynejnQbIMfFL9XYLQQ.bw6tUbOzXPN5es-V0RIcFynfL6ZWiMQrvc1EuwhZPbY&dib_tag=se&keywords=B00004R99R&qid=1716395158&sprefix=b00004r99r%2Caps%2C348&sr=8-1,2021
New Ancient Strings,Love this CD!,"June 18, 2021",5,"I recently heard a song from Toumani Diabate, and decided to get this album. The CD is in great condition, and arrived promptly from seller!",https://www.amazon.com/New-Ancient-Strings-Diabate/dp/B00000JFRU/ref=sr_1_1?crid=3RM9V5A2VW3VO&dib=eyJ2IjoiMSJ9.Ptib9BzeBPrFV2UFnseKAA.BUEk5qaIQeyHX6Ic40X2_dAN5EKSkyRUADbKDBp4fR0&dib_tag=se&keywords=B00000JFRU&qid=1716371178&sprefix=b00000jfru%2Caps%2C198&sr=8-1,2021
Blonde On Blonde,Great,"January 25, 2021",5,"Another very excellent album by Dylan, he made some albums that I haven't cared for but this one I love.",https://www.amazon.com/Blonde-Bob-Dylan/dp/B0000024OG/ref=sr_1_1?crid=ODGWSXF2R1V3&dib=eyJ2IjoiMSJ9.YobfO0vpmjirUvZrJzv7Jw.4DeK6kFpYa-PEr83c36BJ0trrWwgfVFTvMDNdmTUFqI&dib_tag=se&keywords=B0000024OG&qid=1716298427&sprefix=b0000024og%2Caps%2C345&sr=8-1,2021
Pocahontas (Disney Gold Classic Collection) [DVD],Pocahontas (plus bonus content),"May 16, 2021",5,"I am huge disney movie fan and Pocahontas is one of my favs for music - maybe not politically favorable right now - but I listen with my heart. The music is so beautiful and the film is as beautiful visually as you would expect a disney movie to be. I love the whole online ordering - no DVD to store, download on most any device OR stream from your Prime account.",https://www.amazon.com/Pocahontas-Disney-Gold-Classic-Collection/dp/B00004R99J/ref=sr_1_1?crid=3JW3HQPN52PCN&dib=eyJ2IjoiMSJ9.u5yuIqrsfSDHyDcDPleR3w.3kfiomxEG-qWlEZmJ08CjLxn4Nj1ZJiaVJfbIOAKu_E&dib_tag=se&keywords=B00004R99J&qid=1716405155&sprefix=b00004r99j%2Caps%2C356&sr=8-1,2021
The Castle of Cagliostro (Lupin the III),Get It or Forever Miss Out!!,"August 30, 2021",5,Anime Robust and busting out with Miyazaki tropes!,https://www.amazon.com/Castle-Cagliostro-Lupin-III/dp/B00000JL3V/ref=sr_1_1?crid=1K33VXYQW89QX&dib=eyJ2IjoiMSJ9.LVtRZnChy96m8lBaasZAKw.C-D8X1sl6SzGHlsXsv0uBGynLpUi1c_zuW6PkGitGxc&dib_tag=se&keywords=B00000JL3V&qid=1716378696&sprefix=b00000jl3v%2Caps%2C461&sr=8-1,2021
"Corona RP 3230 Rachet Hand Pruner-3/4 Inch Cut Capacity Stem and Branch Garden Shears, Red",Only ratchet pruners in existence and not in stores,"July 10, 2021",4,"I and elderly and have small hands, so I cannot use pruners made for big strong hands. These pruners work well for me for about two years, and then the ratchet mechanism slips and I have to replace them. They are hard to find, so I was very glad to come across them on Amazon. I didn't give them 5 stars because of the limited lifespan. Still, they are worth the money.",https://www.amazon.com/Corona-RP-3230-Ratchet-Pruner/dp/B00004R9YV/ref=sr_1_1?crid=1FC9IYAOZMW4F&dib=eyJ2IjoiMSJ9.MjJfm07O-6hfKjgXd1dKkQ.L4eRAUkNIVBZkNZ8lESFqXt8MGN5-6XRc9PZXDRADy8&dib_tag=se&keywords=B00004R9YV&qid=1716398453&sprefix=b00004r9yv%2Caps%2C193&sr=8-1,2021
Analyze This,Mobster Meets Shrink,"September 14, 2021",3,"Billy Crystal is in the Billy Crystal role; Robert De Niro is in the Jack Palance role. De Niro didn’t win an Oscar and treat the world to his one-arm push-ups. But when he bursts into hysterical tears watching a Merrill Lynch television commercial, he certainly deserves an award of some kind.",https://www.amazon.com/Analyze-This-Robert-Niro/dp/B00000JGPE/ref=sr_1_1?crid=DI589TMI7MH9&dib=eyJ2IjoiMSJ9.sbb2QA2NKK3VkhgmtsEhxg.IYLTih9eX8DakNte_9qYhB4A3Tbz2NgSloEu8dY2RXU&dib_tag=se&keywords=B00000JGPE&qid=1716375576&sprefix=b00000jgpe%2Caps%2C336&sr=8-1,2021
Yentl,"if you loved the movie, you'll adore the soundtrack","July 9, 2021",5,this music is like butter!,https://www.amazon.com/Yentl-Barbra-Streisand/dp/B0000025Y1/ref=sr_1_1?crid=E4BQEN0PO7FH&dib=eyJ2IjoiMSJ9.BvCQuSBflbqFNKCP26JV8w.q-Cs7IfjFombg8QvR_lH6x_v2SPjWe9npyJ8yT4Jgi0&dib_tag=se&keywords=B0000025Y1&qid=1716310243&sprefix=b0000025y1%2Caps%2C361&sr=8-1,2021
A Bug's Life (Disney Gold Classic Collection) [DVD],The Ants in a bugs life did not trust Flick.,"October 6, 2021",4,"I really enjoyed a bugs life. I have see it on VHS, I like it better on DVD.",https://www.amazon.com/Bugs-Life-Disney-Classic-Collection/dp/B00004R999/ref=sr_1_1?crid=2GALE335LFHNA&dib=eyJ2IjoiMSJ9.SNHvZeJrvSsSo16VcR5Gxg.51xUwXGMvaEhr6W1FHL6lpsOJ1w3tixPVi3fgVeI2QY&dib_tag=se&keywords=B00004R999&qid=1716403654&sprefix=b00004r999%2Caps%2C199&sr=8-1,2021
The Sword in the Stone (Disney Gold Classic Collection) [DVD],One of my very favorites,"September 20, 2021",5,One of my very favorite Disney classics. Great addition to my collection. Highly recommended.,https://www.amazon.com/Sword-Stone-Disney-Classic-Collection/dp/B00004R9A0/ref=sr_1_1?crid=2PK0V64PVBYRU&dib=eyJ2IjoiMSJ9.IG5IsgCd_tJLcDfYAGsKRQ.ISfANwIrfxDC0AJirSWM76wsRzBHPDYrD0UzxKsIfPs&dib_tag=se&keywords=B00004R9A0&qid=1716395894&sprefix=b00004r9a0%2Caps%2C361&sr=8-1,2021
Perfect Blue [DVD],"You need to watch it, amazing!","August 4, 2021",5,"You need to watch it, there’s no way to describe how much I loved this movie!",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Riddle Box,Amazing,"July 16, 2021",5,Great cd for the money,https://www.amazon.com/Riddle-Box-Insane-Clown-Posse/dp/B00000057M/ref=sr_1_1?crid=22LNFUC6O3KYO&dib=eyJ2IjoiMSJ9.dpW2X3uudffdBpj7m-IC_g.dOmyc2f7xuihAsiwa2gz7NzPVxykGYnHacpvnLYUmbY&dib_tag=se&keywords=B00000057M&qid=1716291071&sprefix=b00000057m%2Caps%2C348&sr=8-1,2021
Alice in Wonderland (Disney Gold Classic Collection),Classic movie I would hate for people to to have removed from shelves.,"March 3, 2021",5,Grew up watching thing as well as my grown daughters and my grand daughters. Figured I would buy it before people who are offended by the direction the wind blows decides to pull this movie off the shelves.,https://www.amazon.com/Alice-Wonderland-Disney-Classic-Collection/dp/B00004R99L/ref=sr_1_1?crid=THXS0JTIZ264&dib=eyJ2IjoiMSJ9.5nJxQaLOU6MKzQQcUG_OFA.lfx8gkFCJt7Y5HY3rr0Wsq2mZluEu_CjeLnwVkJqQWs&dib_tag=se&keywords=B00004R99L&qid=1716405895&sprefix=b00004r99l%2Caps%2C362&sr=8-1,2021
Breakaway,One of my fav albums,"March 7, 2021",5,Love listening to this older classic,https://www.amazon.com/Breakaway-Art-Garfunkel/dp/B00000255B/ref=sr_1_1?crid=2VZQ24J9MGVEY&dib=eyJ2IjoiMSJ9.ByyjcPFro09vsukEmrxn0A.cqfzfS8cpBvJCB1PXMpWqqkeS77DTDbai8TvQZ0VPk0&dib_tag=se&keywords=B00000255B&qid=1716303044&sprefix=b00000255b%2Caps%2C370&sr=8-1,2021
Perfect Blue [DVD],Why all the 5 Star reviews?,"December 1, 2021",3,"This was ok and the songs were good, but really feel this was overrated after first watch. I thought it was just average. If you’re already a fan, this steel book seems like a nice package. The booklet didn’t seem like a big deal. There are some extras - I don’t know if these were included with previous releases or not. At the time I bought this it cost less than the regular Blu-ray release. Since I own it now I guess I’ll give it a second watch at some point to see if I appreciate it more now that I know how it ends.",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Taming of the Shrew -DVD,Great movie,"April 28, 2021",4,Everything arrived on time and as advertised,https://www.amazon.com/Taming-Shrew-Richard-Burton/dp/B00000JL7T/ref=sr_1_1?crid=2MONHXCLTDSQG&dib=eyJ2IjoiMSJ9.ToDS16XyIdpDzBWkweMDOA.xjGuyxUKSx-1uNXy4Um_EijsACDc4YCHZklBOnVVrCc&dib_tag=se&keywords=B00000JL7T&qid=1716380171&sprefix=b00000jl7t%2Caps%2C342&sr=8-1,2021
The Downward Spiral,Legendary album,"January 27, 2021",5,"This is a very serious pressing of a legendary album. If you are a gen-exer who loves alternative rock and industrial, this needs to be in your collection.",https://www.amazon.com/Downward-Spiral-Nine-Inch-Nails/dp/B000001Y5Z/ref=sr_1_1?crid=3A3LZ91QFKO88&dib=eyJ2IjoiMSJ9.mcGhuEujktzWkhLcRDqAbw.OmTWacVrnhAwlHzvt2cAZWOya0HUXzqFowTm8R8YXKw&dib_tag=se&keywords=B000001Y5Z&qid=1716296825&sprefix=b000001y5z%2Caps%2C334&sr=8-1,2021
"Corona RP 3230 Rachet Hand Pruner-3/4 Inch Cut Capacity Stem and Branch Garden Shears, Red","May be cheep, but hard to beat!","September 12, 2021",5,"At 60 years old, and doing this work professionally, I have tried them all !

They’re crazey easy on your hands and will cut all plant materials that fit inside the blade and anvil. ! I think some people have a little trouble getting used to the ratchet action. But I explain to try to take short little almost rapid pumping squeezes instead of squeezing hard each time. It will cut a lot easier that way. Your hands won’t be so tired at the end of the day!",https://www.amazon.com/Corona-RP-3230-Ratchet-Pruner/dp/B00004R9YV/ref=sr_1_1?crid=1FC9IYAOZMW4F&dib=eyJ2IjoiMSJ9.MjJfm07O-6hfKjgXd1dKkQ.L4eRAUkNIVBZkNZ8lESFqXt8MGN5-6XRc9PZXDRADy8&dib_tag=se&keywords=B00004R9YV&qid=1716398453&sprefix=b00004r9yv%2Caps%2C193&sr=8-1,2021
Heat [DVD],Great movie but I hate how it was edited,"December 12, 2021",5,"I watched this movie when it first came out, while the editing wasn't perfect when Vincent went to talk to the informants brother it was something I was willing to overlook. This new version you can tell it has been edited too much. It is not a smooth transition throughout certain parts of the movie. It also left out too much of the really cool slow motion walk of Robert DeNiro going into the bank. If I can find the original version I would buy it, but not this one.",https://www.amazon.com/Heat-Al-Pacino/dp/B00000JGHM/ref=sr_1_1?crid=3SL469QP21XCV&dib=eyJ2IjoiMSJ9.PmNQQE0-VFN54RqcmvdUyg.3_j41rq4emamAewkfOH-l5Es6bm3KQ8RSlHawbxhCdU&dib_tag=se&keywords=B00000JGHM&qid=1716373112&sprefix=b00000jghm%2Caps%2C196&sr=8-1,2021
High Country Snows,Dan's music was second to none. Always a great thing to do!,"August 11, 2021",5,Amazing music,https://www.amazon.com/High-Country-Snows-Dan-Fogelberg/dp/B00000261V/ref=sr_1_1?crid=XT4N6YVBTPUK&dib=eyJ2IjoiMSJ9.tAZafTCS4JmVTfR63ZFIfw.8by2Cr0Mi-Ie2Xci-Tfw5srWl9eZbxPjGcgiwHBZDuk&dib_tag=se&keywords=B00000261V&qid=1716311609&sprefix=b00000261v%2Caps%2C214&sr=8-1,2021
Blonde On Blonde,Killer vinyl in great shape with cover that is good but well worn. Awesome for this copy,"May 7, 2021",5,"I sought this out after I could not find a stereo copy of the remaster...some people prefer the mono but Visions of Johanna and Sad Eyed Lady of the Lowlands, et al, sound better in stereo.
Great album and the vinyl is in fantastic VG+ condition that is amazing for an album of this age...the cover is good, especially for the age with ring wear.
I was looking for a stereo copy of this album and I was not disappointed with this. I would buy from this vendor again as the product was better than I was expecting. I did replace the internal sleeves but that is not a surprise given it is a 50+ year old copy of a 55 year old album.
The quality of the vinyl is top priority with the cover being a bit lower priority. No buyer's remorse here.",https://www.amazon.com/Blonde-Bob-Dylan/dp/B0000024OG/ref=sr_1_1?crid=ODGWSXF2R1V3&dib=eyJ2IjoiMSJ9.YobfO0vpmjirUvZrJzv7Jw.4DeK6kFpYa-PEr83c36BJ0trrWwgfVFTvMDNdmTUFqI&dib_tag=se&keywords=B0000024OG&qid=1716298427&sprefix=b0000024og%2Caps%2C345&sr=8-1,2021
Riddle Box,"If you buy this, you might not be happy.","December 3, 2021",3,"Buying this was a good choice, but don’t expect to get it perfect. If you care about the case, do not buy. I’m pretty sure my case got cracked because of shipping, but overall it was okay. Do not buy if you don’t want a cracked case.",https://www.amazon.com/Riddle-Box-Insane-Clown-Posse/dp/B00000057M/ref=sr_1_1?crid=22LNFUC6O3KYO&dib=eyJ2IjoiMSJ9.dpW2X3uudffdBpj7m-IC_g.dOmyc2f7xuihAsiwa2gz7NzPVxykGYnHacpvnLYUmbY&dib_tag=se&keywords=B00000057M&qid=1716291071&sprefix=b00000057m%2Caps%2C348&sr=8-1,2021
Perfect Blue [DVD],Beware of Cancel Kulture,"March 21, 2021",4,"(misspelling intentional) If Dr. Zues was canceled for imagined reasons, the American Corporations and lefwing natzis will come after Perfect Blue soon. There are characters in Perfect Blue that the whackjobs will consider stereotyping that to everyone else would go unnoticeable.",https://www.amazon.com/Perfect-Blue-Junko-Iwao/dp/B00000JL42/ref=sr_1_1?crid=3HSBCITO53ZR4&dib=eyJ2IjoiMSJ9.N2kFqWN-E9kfDqJAt7V2yQ.HDGkW32ft8qfB2n-JOTVJ2tqN2yOa0CdwoBVrQmgj44&dib_tag=se&keywords=B00000JL42&qid=1716379434&sprefix=b00000jl42%2Caps%2C343&sr=8-1,2021
Fallen,Great product quick delivery,"October 4, 2021",5,"Perfect condition, good price and fast delivery",https://www.amazon.com/Fallen-Evanescence/dp/B000089RVX/ref=sr_1_1?crid=290CGQ2NHPHC7&dib=eyJ2IjoiMSJ9.eobad5SwL5i-d--AGwghbQ.ykBTVlm_foUM92hVwy0EiGqNgj1fNLbaz8EyP5LP3lg&dib_tag=se&keywords=B000089RVX&qid=1716280554&sprefix=b000089rvx%2Caps%2C342&sr=8-1,2021
Toto IV,I bought this along with a Speaker’s Corner reissue.,"July 20, 2021",5,And I like this original pressing better.,https://www.amazon.com/Toto-IV/dp/B0000025P9/ref=sr_1_1?crid=2YCB54U5XGT8O&dib=eyJ2IjoiMSJ9.Mvsj5zCw_pAAuQf1kWcrSA.5rsvgNuHa2wMu7rc-yLV67oSTTpGKtGs0aLL_CHBiYo&dib_tag=se&keywords=B0000025P9&qid=1716308318&sprefix=b0000025p9%2Caps%2C363&sr=8-1,2021
RAGE AGAINST THE MACHINE,great pressing of this lp,"April 5, 2021",5,prompt delivery. easy to open packaging. Always in perfect condition. My go to company for records,https://www.amazon.com/Rage-Against-Machine/dp/B0000028RS/ref=sr_1_1?crid=VBS29MELSOA3&dib=eyJ2IjoiMSJ9.VWPcOWPyTyv5ICwl-eFZuQ.xjqxaHLS7hgSUbiLdsxg3P_bk__iyD9EZsOD0jn7lEs&dib_tag=se&keywords=B0000028RS&qid=1716317138&sprefix=b0000028rs%2Caps%2C367&sr=8-1,2021
Bob Dylan's Greatest Hits,Dylan at his best,"March 20, 2021",5,Did not disappoint. Vinyl just as good as my original lp,https://www.amazon.com/Bob-Dylans-Greatest-Hits-Dylan/dp/B00000J7SM/ref=sr_1_1?crid=3DGJSOKU7IZSU&dib=eyJ2IjoiMSJ9.1sqf0F1F_4oVBcQfLlS4Yw.m3YrRSja5d1egNnLWTf7pbV67g-30Rk0CM3GMgJFmY4&dib_tag=se&keywords=B00000J7SM&qid=1716331326&sprefix=b00000j7sm%2Caps%2C359&sr=8-1,2021
